id,text
11,"晚上吃宵夜，转了一圈找到这里。在优品道的小广场那边，不在商场里面。阿姨们都很热情，服务不错。两个人团了三张券只用了一百多还是很划算的。不仅有涮肉还有烤串，肉也很新鲜。涮肉肉辣锅比较好吃，白汤锅都被喝掉了"
12,"带上家人过来吃饭。他们家在优品道室外的门市2楼哈。门店还是比较大的。我们的套餐一看估计就不太够。然后后面又付了大概100吧。味道我觉得一般的，没得什么特色。总体不是太推荐吧。"
13,"环境，还不错，在一个商场的二楼，有室内和室外，我们一般喜欢坐在室外，还摆放了很多绿植。服务，挺好的，我去的时候还有蚊子，跟店员说了，马上拿来了蚊香。食材，我们是第二次去了，这次去的时候是下午5点左右比较早，第一波点的肉明显的不是很新鲜，口感都是绵的，跟第一次完全不一样。到了大概六点多我们又重复点了几个点过的肉类，品质又变好了，感觉第一波是不是给我们上的前一天剩下的还是怎么的，希望店家可以休息一下。"
14,"每次想吃牛肉的时候，是不错的选择，比较清淡，冬日吃着很暖和。素菜烫起来更好吃。"
15,"位置！离我家比较近还算，就在优品道停车场那边那个门那儿，比较好找，要上楼。味道呢，还可以，喝汤不错，菜品因为牛肉比较贵吧，所以很小份，可以理解。但是性价比不高。一般般推荐吧，没吃过的可以去尝尝，比较清淡，养生不错，适合老年人和小娃儿"
16,"店面不算太大，比较不好找，味道还行，菜品算半个新鲜吧，是个新店，性价比还算比较高，价格很实惠，还是很划算的，约朋友去吃花不了多少钱，但要吃个味道，可能会有点失望。对了，店面有点偏僻，停车不是特别方便，小道很窄，注意安全。"
17,"在附近川投培训，朋友同事聚餐选了这里，信息产业结构因为冬天嘛，吃这个暖和。中午朋友还去踩了点，虽然没有包间，大厅也还算敞亮。自助调料很多，凭自己喜好选择。肉的品质也还可以，点了好多，大家吃得还可以哈！"
18,"吃完才想起来拍照，所以没有菜品已经吃过很多次了味碟按着店里的推荐自己选择就还是不错番茄🍅汤的味道还是很浓郁的红汤吃到后面还是有点点辣的服务员的服务还是没话说就餐环境不错，基本上都有绿植分隔，相邻桌之间干扰较小"
19,"之前店刚开的时候来打卡过两次这次和朋友吃饭也选择了这家，点的鸳鸯锅红锅说实话没啥子火锅味一般般白锅还不错，鲜味够最喜欢吃他们就的雪花肥牛点了几份都不够，烫30秒就可以吃吃起刚合适，牛肉丸子好吃很有嚼劲，肉质细嫩点了蛋炒饭个方面还行唯一的遗憾就是味道太淡，蘸碟其实他家自制的潮汕辣椒酱好吃。"
20,"来过好几次了，是离家最近的潮汕牛肉，朋友说跟广州吃的一模一样，那应该就是正宗的味道了。开了很多连锁店了，味道中规中矩，服务员态度不错。两个人吃了200多，没有点水，感觉价格还是有点贵，哎现在随随便便吃个饭就要人均一百了。"
21,"家附近开了这家潮汕牛肉火锅，店里环境不错，服务态度也棒棒，但是肉质很失望，完全失去了潮汕牛肉新鲜的奥义，四人套餐也是完全不够，下次应该不会再来"
22,"印象中优品道开张就在那里了，也可以称得上一家老店了。[环境]室内室外，堂子很大，卡座式设计，保证了就餐私密性。点了秘制鸳鸯锅底，番茄味的，感觉真的就是用番茄炒出来的，并不仅仅是➕番茄酱，原滋原味的。点了匙皮、吊龙，一如既往的新鲜、化渣，火候刚刚好。[服务]都很热情，动作也麻利"
23,"团购的非常划算，两个大人加一个孩子菜都没吃完，套餐内含的清汤锅挺不错的，冬天吃了不上火，主要是牛肉及菜品非常新鲜都是现切的，现烤的牛肉串也很好吃，就是物价涨了没以前大串了"
24,"来过四五次了，在优品道很方便！匙柄和肥月并不错，每次必点！昨天去吃，因为我喜欢沙茶酱配豆腐乳，但是没有豆腐乳，希望店家能补充"
25,"一直比较爱去吃的一家餐厅，在优品道里很多餐馆都倒闭了，唯独这家生意还算可以，牛肉现切的很新鲜，外面的的花园坐着也很舒服，考的牛肉串是特色，但是好像比以前的肉小一些了，希望商家还是不要减少分量，以后还会光顾的"
26,"优品道好冷清呢，老姐说，这家是一直感觉要垮了一直在扛着的店，但是食材和口味都不错。如图所见，每份肉份量都是满满的，品鉴素菜的豌豆尖，都非常嫩。肉很新鲜，不柴，肉筋比例恰到好处，炸腐皮也挺好吃的，总体来说，挺惊喜的。"
27,"优点：牛肉的食材都还不错，五个人点了有五六盘不同的牛肉，五花牛腱肉最好吃，汤熬得比较鲜，还可以点烧烤，是店里让隔壁烧烤店帮忙烤来的羊肉串，我们五个人吃了二十串…缺点：点的鲜榨芒果汁味道不好，感觉不是鲜榨的。环境不太好，自助台的水果也没有补充，第二次过去想拿一点西瓜都是空的。"
28,"这是一直很喜欢的一家潮汕牛肉汤锅，牛肉正宗，汤也好喝，吃这种清汤火锅的乐趣就是可以喝很多汤，双流这家的环境很不错哦，特别是室外还可以看看外面的喷泉。最爱的是这个嫩肉，纯正的牛肉，没有肥肉也没加任何佐料。"
29,"在双流比较喜欢吃的一家店。肉质很好，不会绵。价格的话在潮汕牛肉里面算中等，适合多点人一起吃，人少了感觉点不了几个菜品就饱了。店的位置比较偏了，一般还是不好看到。可能因为这样，感觉店里人不是很多，服务员也不是很主动"
30,"第一次在优品道这边吃饭，本来以为在商场里面，结果是在外面的二楼上。这边还是有挺多吃的，以后可以过来这边好好逛逛。这家店的环境还可以，但菜品一般，有点腥，感觉菜品不是很新鲜，占了调料都还觉得有股味道。本来清汤锅是可以喝汤的，但他们家的真是没法喝。"
31,"感觉还是很不错的，每次都会到他家来吃肉还是很新鲜，最喜欢吃的就是牛骨髓，菜比较齐全，调料也比较多，很适合我的口味，下次还会到这里来，主要是环境也还是很不错的。价格的话，团购比较便宜，还是喜欢在美团上买全吃挺划算的。"
32,"在城南优品道闲逛，搜了搜附近美食，最终选了这家，可能不是在饭点上(当时是中午2点过)，进去时人很少，我们选择在外面露天用餐，点了一个原汤鸳鸯锅，牛肉还是正宗的，不是那种合成牛肉，这段时间的藕好好吃，本人觉得烤串不是我喜欢的，中间夹杂着肥肉太肥了，其他的还可以吧。"
33,"和朋友一起去的，因为当天感冒着，不让吃辣，就选了这么一家吃牛肉，总体来说还行吧，一来就喝了一碗汤，带着一点点牛肉的膻味，我不是很喜欢，没有偿出鲜美的感觉，"
34,"在网上团的三四人餐，我们两个人去吃，感觉刚好差不多，就是感觉肉少了点，有点了几盘肉，刚好差不多，性价比也高，就是后面素菜太多，吃不下了，味道还是不错的，还是吃不惯清汤，红锅应该好吃点，总的来说还是不错的，位子也好找，环境可以，停车也方便"
35,"一大家人庆生、有老人有小朋友、最后选择这家、清淡、中午去的、人不太多、还可以坐外面、很宽敞、牛肉很新鲜、口味自己调、吃辣吃淡随意、服务态度也还不错、叫了份蛋炒饭、弄成心型、太有心了、还有小朋友玩的小木马、尽管坏了、小朋友也玩的开心、"
36,"口味：很大众的口味，喜欢喝清汤，味碟自己打，每次打一个湿碟一个干碟，沾完湿碟再裹一层辣椒粉，超爽，肉都很好吃，牛肉丸子QQ的。环境：还行吧，属于正常的，吃饭那天放的歌，在我脑海里唱了一晚上"
37,"正常的潮汕牛肉汤锅，个人觉得不如良牛的鹭岛店。团购比较坑，居然午餐过了14:00就不能再验证。哪怕是12点开始吃的。还说他们在这个上比较严格，其实既然做就无所谓这个一点点时间差吧，搞得感觉比较差，味道中规中矩。"
38,"第三次去了，味道蛮不错的，番茄汤锅挺好喝，不过加了汤就没那么浓的味道了。调料选择挺多，难得有东北人喜欢的芝麻酱。会员折扣力度挺大的，6大一小不到300，如果非会员要350左右。这个感觉硬是要充值的节奏呀。"
39,"最近有很点选择困难，到了饭点不知道吃什么。刚好想吃点清淡的，就来吃潮汕牛肉好了。位置在双流优品道广场的二楼中庭，漫咖啡对面。环境装修是工业风装修。后厨明档可视。「进口百香果」饮料是这个，感觉有点淡"
40,"网上看到的这家店，回家第二天就来了，在某网上团的券，比想象中好，环境不错，可以选择室外吃，不过貌似晚上在外面吃烧烤喝啤酒更惬意。牛肉很好吃，料是自助的，牛肉丸也不错，肉算是真材实料的，不过在优品道外面2楼，红糖糍粑也好吃，下次会考虑再去。"
41,"第一次在优品道吃饭，没想到味道环境都很不错值得推荐。下次还会去吃。"
42,"在其他平台团购了个99的套餐，菜品很多，两个人都没有吃完。正好扁桃体化脓不能吃辣的，于是今天就来吃这个清汤的大牛合汤锅了。成都从前两年就开始刮起了潮汕牛肉的风，大牛合是众多连锁中存在的一个品牌。味道不错，食材新鲜！"
43,"此店位于优品道，停车购物，娱乐，吃香的喝辣的的通通都不误，位于二楼，门口就在迎客很是热情！菜品将就一个鲜！广告是一天就卖一头牛！不知道是真还是假！希望我吃到如他们所说的！菜品还是非常不错的！吃法比较讲究！够鲜你就要好好掌握时间！烤牛肉串，味道是可以，但是好多嚼不动呀！赞一下调味料，种类很多很多的！喜欢吃啥你调啥！"
44,"味道还可以，和良牛满赞感觉差不多，肉的种类很丰富，肉质鲜嫩，汤底里面的丸子还不错，我吃过的潮汕牛肉一般牛肉丸子都比较硬，这里的比较软，娃娃也爱吃！有自助的西瓜和银耳汤，服务方面感觉很好，服务员态度热情，很周到，见我带了小孩还拿玩具！"
45,"在优品道刷然后找的一家比较清淡的餐厅，可以做在露天吹风感觉非常好，如果是大白天比较热不要建议做室外，非常的热，总体来说还是非常不错的！味道根据自己喜好来调味，还有免费的西瓜还是比较贴心，下次来这边还是会选择这家."
46,"位置比较好找，喷泉哪里上二楼就可以看见，环境不错装修中规中矩蛮舒服的，食材选用也比较新鲜，加上清汤锅底使其肉质较嫩，口感细腻，鲜味十足，服务也很好，还有人在旁边专门服务，还赠送水果，这是我除了海底捞以外最贴心的服务(其实我好想说一句你们西瓜🍉不错，哈哈哈~)，四川除了传统的红汤锅底，其实清汤也是很巴适的，清汤锅底保留了不少的牛肉的鲜味。整体来说可以得7分。建议:水果品种略少可以丰富一下。隔断的装修可以加以装饰不显得单调，(个人建议可以挂一点绿色植物等饰品)。"
47,"来过很多次了，味道很鲜，牛丸很弹，牛肉牛舌也很新鲜，三个人吃200+"
48,"就在广场入口的位置，不要进了商场里面去找，牛肉新鲜，口味中规中矩，没有过于出彩的地方，份量偏少，还是值得一试的。"
49,"朋友过生请客来吃的，两个人点了个套餐，害怕不够吃还单点了一点菜，结果没吃完，份量很足，味道也不错，清淡，调料都是自己打的，还不错呢，价格吧，我们两个人花了应该有200吧，但是浪费了一点，服务那些都不错，还行"
50,"位置就在优品道那个喷泉广场进去，很多吃的的二楼，环境挺好的，刚开吃就遇到了朋友，4个大人加一个小孩加了三个菜就够了，菜品都很干净，蔬菜也很特别的用马车装，被我儿子偷偷拿到别座去玩，我们都没有发现，可见孩子很喜欢。儿子特别喜欢他们的调料香菇酱，好吃的很，自己空口吃了两小碟，我都想学会怎么做，可以没有研究出来，味碟配好了确实是很好吃的，但是锅底太清淡了，应该炖浓一点，更美味，空口喝汤觉得太淡。"
51,"味道还是可以，牛肉都比较嫩，装修很有风格，被吸引的都不是牛肉而是墙上的画"
52,"味道还是不错的，吃了很多次了，味道基本都保持住了，基本没有失望过。牛肉看部位，涮几秒，确实比较嫩。就是分量有点少，每一道菜，吃两口就没了。四人餐，三个人吃还恰恰的。估计现在物价贵，商家也不容易。多说两句的是调料，有调好的，建议不加其他了。加多了反而失去了原有的味道。有自己强烈的口味的除外哈。最后给一个赞。"
53,"最近不能吃辣，就和朋友选了大牛合潮汕牛肉，两个人吃不了多少，就单点了几份，吊龙好吃，潮汕牛肉火锅必点，点的牛骨汤，千层肚在这份锅底里就有一点不和谐了，不过大牛合的味碟倒是挺有趣，可以调三种口味的蘸料，海带苗和白菜在汤里都没什么味道，就是趁天气凉了喝两口热乎的暖暖。"
54,"离双流机场很近的商场优品道，吃的比较多，晚上夜宵也不少。这家潮汕火锅店面比较大，酱料也很齐全。肉很新鲜，但品质感觉差那么一点点。汤底不够浓厚。吊龙还不错，胸口捞有点腥，肥拼比较软嫩。匙皮和五花健一般。毛肚稍稍有点硬，牛骨髓很营养。手打牛肉丸Q弹，紧实。买单可以用卷，相当于9折左右。如果肉的品质稍稍在提升一点就好了。服务还是可以的！"
55,"大牛合应该是一家大型连锁店，很多东西都是做好了的，他们家食材是真的没话说，两个字新鲜，三个字，很漂亮，好看的食材，都比较好吃，但是也有吐槽的，第一点，原汤锅是真的不好吃，而且感觉味道中药味比较重，第二点，装修风格想吐槽，整体灯光很暗，搞得乌漆麻黑的，不知道想干什么，唉，仁者见仁智者见智吧，"
56,"还行买的套餐清汤锅底，我之前和朋友去过记得吃的是鸳鸯锅可能主打特色换了这次去大多数人都吃的清汤锅底，味道不错"
57,"这家店的生意不错，但食客，也不是爆满那种。一般在18前去，都不需要等位的。肉的质量还可以，量一般，调料区该走的都有。但不想其他餐厅，自助调料区有水果，小吃等。服务员态度还好，只是，顾客多时需要多叫几次。"
58,"第一次来，感觉环境非常舒适，服务员也很热情，原味汤味道很正哟，食材看起来也很新鲜，总之非常赞"
59,"这个月去了两次了，牛肉很不错，锅底的味道也好，最喜欢的就是他们家的牛肉丸和调料，真的很爽，巴适得板"
60,"菜品新鲜，今天买的套歺很划算。吃得饱饱的。五花腱好吃～(￣▽￣～)~下次还会再来✌(̿▀̿ ̿Ĺ̯̿̿▀̿̿)✌就是地不怎么好找。"
61,"上次特价定的套餐去吃的。Emmmm不是很满意，感觉没有很好。不想说的那样当天买当天。人很少，下午四点多五点去都没有人。不是很喜欢他家小料，丸子那些可能本身就不爱吃吧。"
62,"团了个二人餐，有五花腱肥胼牛肉丸午餐肉等。锅底是原汤锅，里面还有牛肉块，汤挺清淡的饿，一不留神喝了好多碗…肥胼好吃的，虽然有点肥，但是那个牛油很香。煮了之后也没有肥肉的口感。五花腱因为瘦肉多，所以口感上没有很劲道。手打牛肉丸很扎实，打得很好，Q弹，喜欢。其他的素菜中规中矩，海带芽有点大，建议店家切一切，很不好夹。煮了海带芽之后的汤很鲜，更好喝啦。中午去的，人还挺多的，而且放眼望去大部分都是团的这个二人餐，宣传太很到位了。"
63,"先说差的吧，环境不透气，进去气味很重，而且没有装衣服的箱子；其次服务员很难叫，不知道是服务员少还是工资少没有工作热情好了，接下来表扬环节：排队半小时吃到，虽说没有惊喜但是菜品都非常新鲜，分量也对得起价格，免费的水果种类也很齐全，总之还是值得至少去一次的店！"
64,"比较清淡，但味道不错，点了有四五种牛肉，吃起来的确都比较嫩滑，番茄汤适合直接开喝，哈哈哈哈，清汤适合涮牛肉吃，那个秘制牛肉酱确实可以，戴眼镜的服务小妹很好，主动加汤什么的！总之体验不错！还会再去打卡！"
65,"今天和几个死党去了一家超级巴适的餐厅,他们家很多绿植，哇塞，真的很漂亮，我们选了一个靠窗的位置坐下，本来想辣的，他们说他们家主打的是牛骨汤锅，那就告了一盘，那确实很巴适，汤可以喝。服务小妹儿给我们舀汤，再加点儿芹菜段在里头，汤特别好喝，他们家牛很新鲜，服务小妹说，他们家牛内都是每天很早杀的，然后早上送过来的。牛内确实好吃，点了牛肉，就看到他们的厨师在那儿忙碌的现切。服务小妹儿人特别好，很贴心，给我们舀汤涮牛肉，告诉我们牛内需要涮多久。人特别热心，服务特别周到。全程用餐很舒服。强烈推荐。"
66,"这家来吃过好几回了感觉味道什么的都还不错环境也还可以蘸酱自己打感觉不管怎么打出来都还挺好吃的牛肉切得很薄一般就涮十几秒钟就可以了感觉还比较新鲜服务也算还好的价格就大概人均100样子吧每次想不到吃什么的时候就会来这家"
67,"味道还可以，会员日来吃更划算。环境还行，比较好找，优品道喷泉那儿上楼就能看到。全家人在附近健身完想说吃点牛肉，下次应该点清汤的，这次点的红汤，感觉一下午白练了。吃之前想控制一下的，奈何一吃起来就忘记了。"
68,"游戏界的精英们到双流来聚餐非要吃这个清淡的，因为在辅导孩子作业所以没有拍照。先喝了一口汤，感觉非常重的味精味！6个大人一个小孩总共消费800多，点了很多肉，因为每份肉的分量太少了！最后还是两碗蛋炒饭把肚子填饱了。"
69,"汤底想白开水，但那个烤牛肉串太好吃了。肉也还行，要是沙茶酱再好吃一点就好了。"
70,"哈哈，这家店的团购真的很划算，一百多两个人可以吃的比较饱，味道也不错，是一家会重复刷的店"
71,"位置漫咖啡对面的二楼，还是很好找的，菜品份量很足，工作人员身份热情，蘸碟很香"
72,"潮汕口味的火锅店。牛肉很多种，食材新鲜，不喜欢吃辣的可以试试"
73,"总体来说还不错的一家店，去的比较早，还没客人，菜品还比较新鲜，基本点的都是肉，没怎么点素菜，牛肉丸还比较有劲道，很弹……锅底就比较一般了，没太多的香味，喝起来味道很淡，可以多提高下，最推荐的就是嫩肉"
74,"总体来说还不错，联联周边团的四人餐，两大两小都不太够，味道还是不错的！😄"
75,"中午去的，人不多，所以环境整个还是很好。可能因为是13点快14点的时候，所以服务员很少，也不会积极来服务。菜品正常"
76,"团购挺划算，牛肉也很新鲜。牛肉丸紧实有嚼劲儿，很好吃！蘸料丰富多样，还有推荐的搭配，很不错哦！"
77,"不推荐。很不正宗的潮汕牛肉。牛肉端上来的时候还有水，感觉是冻过然后解冻的。没有新鲜牛肉的鲜甜味。只能说，蔬菜还可以吧，用清汤烫点蔬菜吃吃。"
78,"潮汕牛肉火锅所用的牛肉，一般会选择两岁左右的黄牛。在考虑牛的重量和岁数时，有时还需考虑店的经营情况和牛肉供应规律：比如供货商一般将牛整头销售，一头牛做成牛肉火锅时的出肉率大约30%，如果店里日售300斤火锅肉的话，每天就需要消耗一头约千斤重的牛。"
79,"约着朋友偶尔尝一下还是可以的，肉质新鲜，标识清楚，调料整好了确实挺好吃，香而不腻，调料可以让服务员帮忙调特色，我们去的那天人不多，所以服务员比较上心，环境一般，整体有点暗，吃完还可以逛逛优品道，地下停车方便。"
80,"优品道广场里，很好找，清汤牛肉火锅，味道清淡适合带老人小孩去吃，环境也不错干净卫生，服务也不错，自己打蘸碟，还有免费水果提供，我家小孩喜欢吃他们家的嫩牛肉圆子，他们家有一种辣椒酱个人挺不错的，感觉是青椒捣碎的那种。"
81,"总体堂子还是挺大的，菜品看上去也比较新鲜，调料自助，想怎么放就怎么放，就是不知道牛肉稍微一烫就很老了，是怎么回事？？我以为是我烫久了，单独又点了一盘，非常注意了，变色就捞出，依然很老，口感不太好。锅底非常清淡，适合清淡的朋友"
82,"服务基本没有，全靠喊，态度还不好。肉的品质还可以，蔬菜就不行了茼蒿都焉了"
83,"藏匿在优品道的一个角落里，转了几圈才找到。店铺还是很大，进去就觉得很敞亮。店内环境还是很不错，适合三五好友聚餐。食材应该比较新鲜，肉质一般，我们去点的清汤，味道也一般。有可能是自己调调料水平很一般，以至于拉低了食材的味道。店员服务态度不错。"
84,"这家的蛋炒饭，竟然看不到滴点油水。这炒饭技术不得不称赞一下。"
85,"路过准备去吃，老公说没吃过新疆菜，就选了旁边的新疆餐厅，下次再来！"
86,"来吃过几次了，还是不错哒！鸳鸯锅，西红柿汤底不错，我一般都不喜欢吃西红柿，这个汤底煮出来还不错。店里位置比较多，环境还可以，外面也可以坐。"
87,"中规中矩吧毕竟开了这么多年了，只是潮汕味儿越来越淡越来越像本地火锅，反正我们点了牛油锅番茄锅哈哈哈哈哈不贵，六个人五百"
88,"第二次来这边吃啦，年前来了一次，很久没吃想喝点热汤，来的时候发现店铺外面的桌子坐了很多人，生意还行，比竟疫情还没有完全结束，没有满座，这次来发现多了红锅的鸳鸯锅，每次来可以吃到不同的味道"
89,"吃了无数次，味道一如既往的好，就是价格小贵，能经常有活动就好了"
90,"这么好的地方，这么好的环境，这么好的价格，和口味完全不匹配，烧烤味道一般"
91,"口味可以自己搭配，料有好几种。环境优雅，可以坐在外边。吊龙吃起来还可以，只是其他食材有点不新鲜。锅里吃出来了沙粒感。"
92,"点了六个菜三荤三素，锅底清汤，口味很清淡，不太适合四川人的口味，价格也不低，性价比不高"
93,"这家味道不错，份量还可以，适合所有年龄人吃。主要是娃娃和老人不吃辣的，这家清汤的味道也很不错，下次还会去"
94,"份量太轻了4个人去吃吃了300多（还是打折后）都没有吃好"
95,"这家是第一次吃，大牛合的牛肉肉质很好，肉菜上菜速度很快。锅底味道就有点一般了，比较淡，没有火锅的香辣，也许更满足老人和小孩吧。价位正常，毕竟是牛肉，我们胃口比较好，两个人吃了240左右。"
96,"还不错，团了一个四人餐99元，三个大人加一个小朋友吃，吃不饱，又加了一个牛肉炒饭，一个腐竹，就吃的很饱很饱了，整体满意！"
97,"有成都地道老火锅的味道，不管是装修风格，还是口味，很推荐很赞的一家店。味道是真的是又正宗又巴适，菜品齐全而且分量很足也很新鲜。最喜欢他们家掌中宝和鲜嫩牛肉，小白菜。服务员态度好，环境也特别干净。周围交通便利停车方便，环境也不嘈杂。超级赞的一家店，推荐"
98,"离家比较近，十分好找！这家火锅店主打小碗碗菜，份量都还好，味型不是很突出，因为是抢的劵所以性价比这块真的算可以的，但是要在这条街长期站立下去，还是要有自己的特色，火锅店里不是火锅出彩，反而是糖油炙粑很出彩！"
99,"华阳街上新开的一家火锅儿，国庆和朋友一起去西岭雪山回来吃顿火锅暖和一下"
100,"最近又开始流行市井老火锅了，这家才开不久，装修简单大方有点儿返璞归真的感觉，牛油锅底有点儿老火锅的感觉，菜的份量很小「麻辣牛肉」「现炸酥肉」「香菜鲜肉丸子」都是小盘子，如果人多的话每份菜需点两份才够，味道没有什么记忆而且吃到最后很咸。"
101,"菜品还是很好的。不晓得是不是我们去的时候是高峰期，锅底都上了煮了很久了，菜还没有上。我们要的是微辣，但是这个锅底不咋香，没啥味道，只能说一般般吧。不过分量还是很足的，可能是高峰期人太多了，服务还是跟不上节奏。习惯好评，还是五星吧"
102,"家附近新开的火锅店，价格不便宜，服务一般，味道一般，吃到后面奇咸上菜速度超慢，两桌人，很多人都不吃了，菜才上，而且基本都是冻货"
103,"味道很巴适，吃了很多成都火锅，终于吃到与众不同的了。菜品很新鲜，服务也很好，会再来的"
104,"有亲戚来成都，不想在家弄就远在这家新开的火锅店，饭点人已经不少了。还好不用等位。点了红锅味道开始不辣后面辣，四人点了常规的菜品，毛肚黄喉鸭脚等等。酥肉味道也不错，有代金券算下来不贵，下次还会再来的一家店。"
105,"服务人员态度热情，会及时清理多余的碗碟。菜品丰富，味道不错，吃完不会觉得口干，下次还会来。"
106,"过了饭点跑来吃火锅店里服务态度很好上菜速度也很快无论是菜品质量还是服务都没丝毫怠慢。味道也算周边火锅里面比较喜欢的了，来了几次。"
107,"途径成都双流机场转机，不来一顿火锅怎么对得起舟车劳顿的自己？四个小时转机时间，去市区时间太赶了，搜到了机场附近的这家清泰园庭院火锅，打车过来大概十多分钟。院子绿树成荫，非常舒服，来就餐的人都选择在室外就餐。我们点了鸳鸯子母锅，麻辣锅底的底料是一次性用油，口味恰到好处，既不太麻太辣，又有成都火锅该有的味道，赞！食材非常新鲜，极力推荐鸭肠，又嫩又滑又脆。总体可以打到9分以上，有个小建议：耗儿鱼建议按只点，一份耗儿鱼5只我们六个人有点略尴尬。人均80，性价还不错。"
108,"用机场的飞机杯接一杯冰阔乐配火锅！话说这家店位置很好找，离机场非常近，跟着导航就行~之前应该是个农家乐，环境挺好的，小桥流水人家~很远就能闻到火锅香，就餐环境很好，可以坐吧台高脚凳，也可以坐传统的八仙桌~菜品很新鲜，摆盘也精致，味道鲜香浓郁，外地朋友大快朵颐吃得脑满肠肥七荤八素一顿操作猛如虎连连称赞棒棒哒~"
109,"昨天去双流机场送人，晚上回来限行，几个人就在大众点评上找家火锅，看他家的评论还不错，就按照导航过去，如果你第一次去，肯定有种怀疑的感觉，门口一点都不大气，两边都是修车的，进去后，是个农家乐，再往里面走才是。环境总体还不错，装修的比较有档次，有特色菜品也很新鲜！点了个微微辣，服务也很好！"
110,"外地朋友来成都开会，来成都招待客人的首选自然是火锅了。朋友介绍的清泰园，从地铁口打的过去几块钱就到了。喜欢清泰园的庭院风格，去了满座等了二十分钟，锅底很正宗，菜品新鲜也实惠，价位比小火锅店稍高一点儿，不过物有所值吧！用餐全程服务员一直在桌布服务，超赞!"
111,"朋友过生日订的地方。驱车十几公里，真的非常远。进门庭院风景还挺别致，看得出是精心打理过。包间在大厅，一桌一桌隔开。锅底的风格是重庆火锅，但味道比较淡。菜品非常新鲜，份量很足，招牌一尺鸭肠名副其实，口感脆脆的。这家店的环境和菜品新鲜度都不错，但是锅底真心一般。庭院树多，夏天蚊子也多，就餐请注意防蚊。"
