id,label,user_name,shop_name,vip,discount,overall,taste,environment,service,ingredient,consumption,food,picture,like,response,interaction,time
22,0,863299bc4ab2322bedc9aabffc54c127,5d7d9686fec658d45b7bc64e5f5c5654,0,1,3.5,4.0,4.0,4.5,4.0,0.0,0,3,0,0,0,2019-12-07 16:20:00
23,0,323cbb6f3dd52f96378f6548534c54c1,8424b81d9e2bfa721a8f5880af56689e,0,1,5.0,5.0,5.0,5.0,5.0,60.0,3,8,0,0,0,2019-11-17 22:23:00
24,0,9f6f6343711361ec354f5890e047c248,9f4cf70e291598c03150a5260c2410c1,1,0,4.0,5.0,5.0,4.0,4.0,70.0,5,0,0,1,1,2019-11-15 21:58:00
25,0,f9988f4d101a85e5ad11ebd5166e179a,617b6bd6895a5a495b52515279118515,1,1,5.0,5.0,5.0,5.0,5.0,0.0,0,0,0,1,1,2019-11-13 13:09:00
26,0,ddc095f430ee53173dafe4f8098c79ed,a885e35fd110ea89d3fba00e3776b546,0,0,4.0,4.0,5.0,4.0,4.0,0.0,0,3,2,1,1,2019-11-11 14:07:00
27,0,83bdd93ff725b21b0f20bb4f55325e90,11bf23aa7f9c57122fc2442e5da8c980,1,0,4.0,4.0,4.0,4.0,4.0,120.0,5,4,1,0,0,2019-11-10 12:53:00
28,0,c605476f7cf156b1e45655f870fb80d0,96277f72f2751d5da69478e4fac51edf,0,0,4.0,4.0,4.0,4.0,4.0,0.0,3,6,31,0,3,2019-11-09 13:55:00
29,0,a9e8d4d8ec962678297694812642c778,056586def8f8db8dc93dc1c3d804b600,1,0,4.0,4.0,5.0,4.0,5.0,0.0,0,0,0,0,0,2019-11-06 13:13:00
30,0,677b40046fe639c1228c32c743b28dba,fa06ef14aad8978f1b3801fe420c5f68,0,0,3.0,3.0,4.0,4.0,3.0,0.0,0,3,1,0,0,2019-10-30 11:06:00
31,0,bb8d008ff76050fa239373d0c44133f2,d1c8ce3c0bd990573d2887b3886b61f7,0,1,5.0,5.0,5.0,5.0,5.0,0.0,0,3,0,0,0,2019-10-15 23:30:00
32,0,1b155140111581cbb44ad15d8ceac5fb,77046214892e9493f5831c046307a17a,0,0,5.0,5.0,5.0,5.0,5.0,0.0,0,8,2,0,0,2019-10-08 13:51:00
33,0,5af7abe423dbe3d2959e747d49d43d45,91433c2ef5e0d1a2ab4d3c6d33204f37,0,0,3.0,4.0,4.0,4.0,4.0,0.0,0,9,1,0,0,2019-10-01 08:24:00
34,0,b0ebcf405fe78ee556a43bb4d9763c14,f08000277ef96860a294dff84a0a1c17,1,0,4.0,4.0,5.0,4.0,5.0,70.0,0,2,0,0,0,2019-09-23 09:48:00
35,0,6df7fd270e9e4bdb233aea5833c8eb69,5e4a9bed11206694652d4e8c3706bf59,1,0,5.0,5.0,5.0,5.0,5.0,0.0,0,6,0,0,0,2019-09-21 11:53:00
36,0,43dea7b9dada42f86c24fe97cf3e7f88,2ef6e8bdf0dc9be50ce8fe9dde52ff29,0,1,4.0,4.0,4.0,4.0,4.0,70.0,3,0,1,0,0,2019-08-30 22:06:00
37,0,9636e6ccd47912efc72e05693b271bc2,2596f31dc008d1435f7c43e5bf133b9c,1,1,4.0,4.0,4.0,3.0,3.0,0.0,0,0,0,0,0,2019-08-28 19:52:00
38,0,b5dbb15e31d684ccecdabf8b31275275,7b85cc1e5a2c08bb37fa96fde7120e73,1,0,4.0,4.0,5.0,5.0,4.0,50.0,3,0,0,0,0,2019-08-27 08:02:00
39,0,4bc62f2e116803e2980c32c6a8b63dd3,a4b6c52687cd6e60378528d17058286a,1,1,4.0,4.0,4.0,4.0,4.0,0.0,0,14,3,0,0,2019-08-14 05:13:00
40,0,300a4a90ad486c0045300564e617cb94,b299dfd5ac9c2fdbd2ce328fa8ffdf9e,1,0,4.0,4.0,5.0,5.0,5.0,0.0,8,3,3,0,0,2019-08-03 20:28:00
41,0,1cad87bdddb6675f408de9ccbad34638,9ddeb1bb16c628a30f154b5a4b854e87,0,1,5.0,5.0,5.0,5.0,5.0,0.0,4,0,0,0,0,2019-07-22 20:38:00
42,0,643522775744c8f45ef8ac63fc262924,5ad0ba3a65f2e1a2c94dd0336a35a33b,1,0,4.0,4.0,4.0,4.0,4.0,0.0,0,3,0,0,0,2019-07-19 19:46:00
43,0,3852f85ede7a9ddfdacf47f4a8c22059,7134786bb816e1f3ee5007efd3a1e361,1,0,4.0,4.0,4.0,4.0,5.0,80.0,3,4,4,0,0,2019-07-14 00:21:00
44,0,3574d92c23d26eae48d3325adef32185,f91631293aa11bba36e6a7370201c561,1,1,5.0,5.0,5.0,5.0,5.0,0.0,0,0,1,0,0,2019-07-07 19:04:00
45,0,d0d3015c46c59c6293e11f2018050268,8322770cf6716e3a0e098749feec5a29,1,0,4.0,4.0,4.0,4.0,4.0,0.0,0,3,0,0,0,2019-06-17 10:27:00
46,0,2c1c7807848b64414705ebafee2a682e,45a0e0b390d6cc99b58d70888dbd8de2,0,0,4.0,4.0,4.0,4.0,4.0,50.0,2,6,2,0,0,2019-06-12 23:29:00
47,0,37e0930ebf836f28040e22dd90f81092,dde17d91f3da613390dab02a8a8e4a16,0,1,4.0,4.0,4.0,4.0,4.0,0.0,0,0,0,0,0,2019-06-03 17:33:00
48,0,12a4bb9a96d24a78430347f735b9fcef,c68bbe855649959802d04d8f1b64959e,1,1,5.0,4.0,4.0,5.0,5.0,0.0,0,0,3,0,0,2019-05-14 15:33:00
49,0,75cfae777ec51849d68a45377a8c8e69,a653d1bfb25e0ad107b547b5b4f51751,0,0,5.0,5.0,5.0,5.0,5.0,0.0,0,3,0,0,0,2019-05-10 17:58:00
50,0,c8d71d2ea49b14148994aecc8c3d6fcc,f1b9b991ab8c81c2ae9f7fda1fe8e438,0,0,5.0,5.0,5.0,5.0,5.0,0.0,0,5,0,0,0,2019-04-27 15:07:00
51,0,770f2f7bf70e12495a8d4b151007a6d1,2aa2d19b9a76a5e3f8df992226fc4da6,1,0,5.0,5.0,5.0,5.0,5.0,0.0,0,1,0,0,0,2019-04-26 15:14:00
52,0,6d43907b32465dfb04f6fbb52f5f5f24,d81cb3e3a4d302ea1003bff0d40886f6,1,0,4.0,4.0,4.0,4.0,4.0,0.0,0,5,0,0,0,2019-04-22 15:35:00
53,0,fe66d0cf457c5d83df018f186de35a52,ca15ac0a4092c9d8b25c9f984400fed7,0,0,5.0,5.0,5.0,5.0,5.0,0.0,1,3,0,0,0,2019-04-16 17:53:00
54,0,8264a489587d0bd4f35178221b3a868d,32cf1d946c0c6f27b4d75356c45c1e1f,1,0,3.0,3.0,4.0,3.0,4.0,0.0,0,5,1,0,0,2019-04-08 01:52:00
55,0,88861c493e28ae78fcb44acd325ee114,cae0ef205130b8d9c43c2dfb0a78eadf,0,0,4.0,4.0,4.0,3.0,4.0,0.0,5,8,0,0,0,2019-04-06 13:32:00
56,0,2e51b8351db39824d19e99bae8dc9c6d,bcd4e039c43c6c29156f2a14e52e2e2e,0,0,4.0,4.0,4.0,4.0,4.0,0.0,0,0,1,0,0,2019-03-27 13:22:00
57,0,331fdc71021d48dc049c1f18a3ab306a,fa7ca01357e5f81263266138fb2bb07f,1,0,3.5,3.5,3.5,3.5,3.5,0.0,0,3,0,0,0,2020-02-29 22:41:00
58,0,22f26d4b1fa9864bdebb0005a6ce89ce,bc261750b195d7e706db7f606f7d9b60,0,1,5.0,5.0,5.0,5.0,5.0,0.0,0,2,0,0,0,2019-03-12 18:31:00
59,0,d3bb262d124a849deb3722b248dd0251,e758bfb8369ba377bfe4a03e16cb75a9,0,1,4.0,4.0,4.0,5.0,5.0,100.0,2,0,0,0,0,2019-03-11 14:17:00
60,0,1577c098d0e9be4a46b15ca494b4b537,b9a2f034d1a8955bef425a6b96131007,0,1,5.0,5.0,5.0,5.0,5.0,0.0,3,4,0,0,0,2019-03-09 12:47:00
61,0,4646a9339b925f25117c61d62e289051,b55bc11755f8b3455d9f5ec42881be60,0,0,4.0,3.0,4.0,4.0,3.0,0.0,0,0,3,0,0,2019-03-07 13:05:00
62,0,88254ff1a0615fabb8edac837020c2f9,535e0c6219fb45234ec193cc42cc90c2,1,0,5.0,5.0,5.0,5.0,5.0,0.0,0,1,2,0,0,2019-03-05 07:40:00
63,0,5efcae2f726a275588128f804fd8e618,350b0cf86800c965bf3d5a2620fbf28f,0,0,4.0,4.0,3.0,3.0,5.0,0.0,0,0,0,0,0,2019-02-16 13:09:00
64,0,2767b6dbdf973fa99198a128f6da977d,fe709bf08202eabd1fd5ab5bf203f37a,0,1,4.0,5.0,4.0,4.0,5.0,0.0,3,0,1,0,0,2019-01-31 20:37:00
65,0,5325287618b000ec166cd9cf4aca5a7f,929b65cdeac1b93fde0368343e215ef7,0,1,5.0,5.0,5.0,5.0,5.0,0.0,0,5,0,0,0,2019-01-26 21:07:00
66,0,6d0f19244c8bad36bcabf677e24dee5f,751858d8dfa9d8324ad98974548cf185,0,1,4.0,4.0,4.0,4.0,4.0,0.0,0,0,0,0,0,2019-01-26 14:15:00
67,0,678df8b2bb6ec5ecd7eff3333b8b4731,c91433079e4316e89d7befb15be48dba,1,1,3.5,3.5,3.5,2.5,3.5,0.0,0,0,0,0,0,2020-10-09 20:07:00
68,0,221d3cf4adb2d6bad27d5111b4867dcd,a20bcdffbf53e08a8d89cb5807ade9b9,1,1,3.5,3.5,3.5,3.5,3.5,0.0,0,0,1,0,0,2020-09-24 22:19:00
69,0,fae21da42e892a346534dd5f160c86b0,f1b3da2cbdae9f6d17c09a712cf43236,0,0,2.5,2.5,3.5,3.5,3.5,0.0,0,0,0,0,0,2020-09-18 20:18:00
70,0,50cd27d3ffae1371daecba6f7011540a,52430adeab6c0163b8c600418f7195f8,0,1,4.5,4.5,4.5,4.5,4.5,0.0,0,0,0,0,0,2020-09-15 17:13:00
71,0,66781fcb6530cb066437c6ea5f10f291,c80f45d0f3a19d20258e911e9d060d34,1,0,4.5,4.5,4.5,5.0,5.0,65.0,3,0,0,0,0,2020-09-15 10:13:00
72,0,5a747886ef7f669d3dfc27cbe5b42523,07a06317529766f4bdb377da83e1a6af,1,0,4.5,3.5,4.5,3.5,3.5,0.0,0,0,0,0,0,2020-09-11 19:06:00
73,0,263bc1304f1afdf75097487fe6c55622,dadc1b11cd896888684a51d619212ed8,0,0,3.5,3.5,4.0,4.0,4.0,0.0,2,0,0,0,0,2020-08-29 14:08:00
74,0,9c90e7dbe72d24cd526c40c9942d4d47,033053c798ed3b93b45a3573e869c988,0,0,4.0,4.0,4.0,4.0,4.0,0.0,0,0,0,0,0,2020-08-26 20:57:00
75,0,138bd2f6c670e9dd6faf780c4587c8d8,4ff02bfc95c44c58f5be9bd2ed2827b8,0,1,4.0,3.5,5.0,4.5,4.0,50.0,2,0,0,0,0,2020-08-26 18:10:00
76,0,b277dec3c1ec9e6c6c406b89d1cf9fe6,bab0103251ca26847204f4b5c04ce6b5,1,0,4.5,4.5,4.5,4.5,4.5,0.0,1,3,0,0,0,2020-08-15 22:44:00
77,0,5ae34d7a90b52a24f1c40d2c54de616f,0e5af4243a5283246744a976b3eba039,0,1,0.5,1.5,2.5,2.5,1.5,0.0,0,0,0,0,0,2020-08-14 17:19:00
78,0,425452c2e14f17b0d58d8e886ba82aea,55a36103d9fca1ea2b61d4a3fd6183ec,0,1,4.5,4.5,4.5,4.5,4.5,0.0,0,0,1,0,0,2020-08-07 17:26:00
79,0,8c32dda14bbd000229094f0e81294ea0,6f213f7a9d4afaaac84837bfc5ea75b0,1,0,4.0,4.5,4.0,4.0,4.5,126.0,5,0,2,0,1,2020-07-23 12:28:00
80,0,91175e5f6bffdd3347f9b02bf0ae269d,61dd3bf87254a531fce664592e5fdba6,0,1,4.5,4.5,5.0,4.5,4.5,0.0,0,2,2,0,0,2020-06-25 16:34:00
81,0,34fc8482cb123a2e3ce04927dd635e41,87a49e706953c9e99f6d5b0306d6d780,0,0,2.5,2.5,3.5,3.5,2.5,0.0,0,0,0,0,0,2020-06-15 17:30:00
82,0,50ae4ad8c0548f8a0d14f3b1ee637356,8e58c4f86975fa789a0dcd63f6889199,0,1,4.0,3.5,3.5,2.5,2.5,0.0,0,0,1,0,0,2020-06-10 09:22:00
83,0,758f603092d3c968c7f6f9594e450a6f,79479fa88ac704ad50cfa8e53332464b,1,0,4.0,4.0,4.5,4.5,4.0,0.0,0,4,5,0,0,2020-06-09 23:04:00
84,0,4bd89ea35a09bbe0e998934ccdae38e6,ac47548b12d2e16e04c08f7f76111306,0,0,0.5,0.5,0.5,0.5,0.5,0.0,0,1,2,0,0,2020-05-30 12:48:00
85,0,1151b56979d67fe5f9ff7784e023649d,668f91ca500edc346f697d039c1d0326,1,0,4.5,4.5,4.0,4.0,4.0,0.0,0,0,1,0,1,2020-05-09 06:27:00
86,0,39c043d7fa46b8dd5135a5c31351ca08,a4b5585022ab1920d41631e30eec525c,1,1,4.5,4.5,4.5,4.5,4.5,0.0,0,1,2,0,0,2020-05-04 11:24:00
87,0,768ddda349df04be469fc7f2c9790315,92a919780e163980ef9177a2a9427964,0,1,4.0,4.0,4.0,4.0,4.0,0.0,0,0,2,0,1,2020-04-25 15:56:00
88,0,be103dfea291b72f5fd902fe0ddeefd6,11a152832a1ba514cc7868c18b6d4978,1,1,4.0,4.0,4.5,4.5,3.5,0.0,1,8,2,0,0,2020-04-10 23:35:00
89,0,e8e269d266b31e783b1dbcb0c8629e59,d008d7b8d78755f95fe5dca9b6d0f7d2,1,1,4.5,4.5,4.5,4.5,4.5,0.0,5,0,0,0,0,2020-04-01 10:48:00
90,0,89fb69e842995c691dfc31b1107d6538,84dfbab1cc452f00c71976f01cac7c35,0,1,1.0,1.0,5.0,5.0,3.0,75.0,0,0,0,0,0,2019-07-03 20:45:00
91,0,413fa8beb5dcac284ac0dfb04e14d13c,ec4b3f28a514faca5df80185117eeeba,0,1,3.0,3.0,4.0,5.0,3.0,90.0,1,0,1,0,0,2019-06-20 20:43:00
92,0,fc3220ead8c4852c8feae8c7663bd66d,faa07a3b23420c418d2368b26c5c31b9,0,1,2.0,2.0,4.0,4.0,3.0,100.0,0,0,0,0,0,2019-06-16 23:13:00
93,0,c4b53a038323f3d5a9fb4e343cb65b3f,5f3fb8a4d3a63610fe4cdad7139480d5,0,0,5.0,5.0,5.0,4.0,5.0,0.0,0,0,0,0,0,2019-06-07 11:21:00
94,0,89afda9b5248690c819e02e9cbaa1bf1,c4f44844eeb32313cb9dddb83e54cebf,0,1,3.0,5.0,4.0,4.0,3.0,0.0,0,0,0,0,0,2019-04-13 21:05:00
95,0,faad350c64e02bb3f22208dfbdc35c8e,6e5082a2117a1aaac717cdcccd5829d0,0,1,4.0,4.0,4.0,4.0,5.0,100.0,1,0,0,0,0,2019-04-07 20:18:00
96,0,ee815da5ce05ee962a88d75b520929f4,fb6833902224df79c6a21f362d0f72c2,0,1,5.0,5.0,5.0,5.0,4.0,40.0,0,0,0,0,0,2019-03-03 21:30:00
97,0,77695c10b3eaab15640ab65b3472f2fc,49ac775520ddb38cdcbff48823fd9995,1,1,4.5,5.0,4.5,5.0,5.0,78.0,3,6,0,0,0,2020-11-11 22:21:00
98,0,35514e0efb934a20c697a6d7952be4fa,70abc61a057dbe3bdd3226b8f73e7228,1,0,5.0,2.5,3.0,3.5,3.5,60.0,4,6,1,0,0,2020-11-07 21:31:00
99,0,5c5e5e73c38ab44b03feeee6097d5c6d,b0219a2fec2ba42b79e53210715e9dff,1,0,4.0,3.5,4.0,4.0,3.5,50.0,10,2,17,1,1,2020-10-09 11:41:00
100,0,d245629da8c9e05dba4e298b121e73d5,d285bd841bb5213596f076ae8b2b3989,1,1,3.5,3.5,3.5,3.5,3.0,0.0,0,1,13,1,1,2020-08-21 22:00:00
101,0,fecc25fe59711c586c2567e04cc23589,256d0f449769ae0dd01de6d61df3acc9,1,1,5.0,5.0,5.0,5.0,5.0,0.0,0,1,0,1,1,2020-08-23 12:45:00
102,0,6f21950596ff601af9805d73359ea3b5,41c7bae78eec631ed53dbdd55ea4ae2c,1,1,3.0,3.5,3.5,3.5,2.0,0.0,0,0,0,1,1,2020-10-27 12:18:00
103,0,9e85a1b870bf6c6fc4036ac5ab539720,693181e132bd07565e919d88244847d6,0,1,5.0,5.0,5.0,5.0,5.0,0.0,0,1,0,1,1,2020-10-11 21:35:00
104,0,80a7371a200ebbc8053c5e811b3fc9a4,0c0da81ca78bd2bf7b1194ef353f58f8,1,1,3.5,3.5,3.5,3.5,2.5,0.0,0,0,0,1,1,2020-08-21 17:17:00
105,0,66940d9491d02bdde68ceb22bdc8c4b8,99f6e50dbade3a2747b03aacf3d53589,0,0,5.0,5.0,5.0,5.0,5.0,0.0,0,1,5,1,1,2020-07-10 22:06:00
106,0,fc399e3e49904e1f7d9f0686c7a815e2,3a0f295e5c4f41a552820cfcc38d62a2,0,1,5.0,4.5,4.5,5.0,5.0,0.0,0,0,1,1,1,2020-07-25 14:51:00
107,0,7a06b85e1574c6dcc1b444a1ae7fcdfc,80fef4315bd8528f45a22baf154bd26a,1,0,5.0,5.0,4.5,4.5,5.0,80.0,2,7,0,1,1,2020-09-25 13:52:00
108,0,2da58fd321b5c10df1cf15d5d5f88925,ef6c7d2144f34879d1aace2e35bcecfa,1,0,4.5,4.5,4.5,4.0,4.5,80.0,7,9,5,1,1,2020-10-26 09:43:00
109,0,00b6cfb8e7320b316068827a267b4a5f,9688e6dc8f3ea59b5397310adc5c1fe0,1,1,4.5,4.5,4.5,4.5,4.5,0.0,2,5,5,1,1,2020-09-09 12:21:00
110,0,ba7ea973e0cd04293052f72a62d01d62,c8277090afca76813b573df371ea813c,1,0,5.0,5.0,5.0,5.0,5.0,0.0,0,7,5,1,1,2020-11-04 00:27:00
111,0,e46640a31747c96e3d28927116f50849,b90ac6c01f65210e07587139f845ee50,1,0,4.0,3.5,4.0,3.5,5.0,0.0,1,11,5,1,2,2020-07-31 15:22:00
112,0,73a92115c2ba5f4dd7ac0bd8f5515f8a,8ab60e276e5312a32dcbcb033c2ff236,1,0,4.5,4.5,4.5,4.5,4.5,80.0,5,6,4,1,3,2020-10-03 10:08:00
113,0,9cbd877a84e399c36b7ab03e38f00724,859cd0dbe968a714712847467af0b707,1,0,5.0,5.0,5.0,5.0,5.0,0.0,3,7,7,1,1,2020-08-17 19:09:00
114,0,3398bf3581008bc207e3f3b7a54fe768,29a21aa1e4079d88ede97b831f1dd289,1,1,4.0,4.0,3.5,3.5,4.5,0.0,0,3,1,1,1,2020-10-21 21:30:00
115,0,eb3ca3516fde43dff2c8afa62e7160f3,d80e6d371360da7be3eaa9926d9066e3,1,0,4.0,4.0,4.0,4.0,3.5,60.0,0,7,1,1,1,2020-10-13 21:19:00
116,0,36e2ef606bdd6986db4dc69a99c8f483,d493346be33351dc547e75e8366fbdf6,1,1,4.5,4.5,4.5,4.5,4.5,130.0,1,3,2,1,1,2020-10-15 20:57:00
117,0,6ca3701d87f097d0fd39410df2124f49,484d0692e8c320e7584a8d5f7653770b,1,0,5.0,5.0,5.0,5.0,5.0,0.0,0,10,0,1,1,2020-10-07 19:14:00
118,0,ec8fc4105719f01081b62e44f29c38a8,b48eed1c816f82d983c9b1e2d5770f37,1,0,5.0,5.0,5.0,5.0,5.0,0.0,0,2,1,1,1,2020-11-11 17:17:00
119,0,ae994f8a2aad880b207d6392f84bb372,a8c5cbb14fa773bf40a87b40c823f310,1,0,4.5,4.5,4.5,4.0,4.0,100.0,7,6,2,1,1,2020-10-22 11:35:00
120,0,02dd3504332171d2286d960c1b14534f,f7384ed3ee08b65b738b22915a5bd56f,0,0,5.0,5.0,5.0,5.0,5.0,75.0,5,6,1,1,1,2020-08-28 22:47:00
121,0,6fe76d4c3cbbb81184f6b1d438a13ba1,ada8b16cce25b742780e6adf08b7939c,1,1,5.0,4.5,5.0,5.0,4.5,0.0,0,4,1,1,1,2020-11-13 16:46:00
122,0,ae68cccbf0f5ed75ee77652af3ea5bd6,cfd881513f295597d96e7ebbb4e6aa23,0,1,4.5,4.5,4.5,4.5,4.5,0.0,0,0,0,1,1,2020-11-13 15:58:00
123,0,54ce4c404adb1e9169c4c91e7785063f,bae2794b329712a8d3c5396723de3972,1,0,5.0,5.0,4.5,5.0,5.0,0.0,6,7,1,1,1,2020-01-17 18:46:00
124,0,74e549f15cfd14eca227db111209f70f,8185971604df007f9600d3afae20eed8,0,0,5.0,5.0,5.0,5.0,5.0,0.0,3,1,0,1,1,2020-01-12 19:00:00
125,0,33a942642bbee29bb760cc493bc744f4,cf693bb437cbf68a5f8bac20a85538e8,1,0,4.0,4.0,4.0,4.0,4.0,0.0,3,7,70,1,2,2020-01-08 15:09:00
126,0,6efb2d1cd95e51c8980ca1b2276862ea,87674df774d938edda23951c1b6134ce,1,0,4.5,4.5,4.5,4.5,4.5,85.0,4,5,1,1,1,2020-11-11 12:35:00
127,0,6158128cc73e68eb9055aa05b52be930,98679c12488f42150e4c3dfbb4942ea2,1,0,4.0,4.0,4.0,3.5,3.5,0.0,0,4,0,1,1,2020-11-10 18:22:00
128,0,b1cc8fcf1f4c63ecfc9d1dbc42eee841,1583a0d84f228444270721ca13eea0ac,0,0,5.0,5.0,5.0,5.0,5.0,0.0,0,4,1,1,1,2020-11-07 13:30:00
129,0,1ef22df234c000a851903c97ccbb4e52,e699eb3ba351c013cf35388afc163fe5,1,1,5.0,4.5,5.0,5.0,5.0,138.0,11,2,1,1,1,2020-11-07 01:28:00
130,0,da1d72a954fda3df7671f5f509bd8127,d08091c1034cdd0c05636d47450abc6a,1,0,4.5,4.5,5.0,4.0,4.0,80.0,0,3,2,1,1,2020-11-01 20:27:00
131,0,75e4e1e5d5ff6007b7a8a02935bc6a11,7316c365e3e954c426e13373bb0204c2,0,0,5.0,5.0,5.0,4.5,5.0,80.0,3,9,1,1,1,2020-10-25 12:05:00
132,0,2ed83ac846dffc251cfba016626637bc,738a9e0230ae44b109cb73dc0606939f,1,0,4.0,4.0,3.5,4.0,4.0,0.0,0,3,3,1,1,2020-10-23 19:51:00
133,0,4d7571b75f8a3f3a3a9ca296448d73a6,79df1818ac85f54a473450ff0e814825,1,1,3.5,3.5,5.0,3.5,3.5,70.0,5,3,0,1,1,2020-10-16 14:53:00
134,0,b1c2d30de12aabf80b9d3b59b14b6bc7,769754ba4ca8041ba0859c411bff9691,1,1,4.5,4.5,5.0,5.0,5.0,0.0,0,4,5,1,1,2020-10-16 06:36:00
135,0,a325d362f0541aa410bb0c45c41a9024,4e298113616f64f2c212cfc07fa1e399,1,1,4.5,4.5,5.0,4.0,4.5,0.0,0,3,1,1,1,2020-10-13 12:11:00
136,0,0200469be003d672b395f9067f7ea457,063538e99e58e6251b341e48b8f3f2a8,0,0,5.0,5.0,5.0,5.0,5.0,0.0,6,2,1,1,1,2020-10-05 09:47:00
137,0,90f2d6df85720e0c96c68de2d84660c4,b879ab9921f8f662845dafa4d58a5109,0,0,5.0,5.0,5.0,5.0,5.0,0.0,0,2,13,1,1,2020-10-05 09:32:00
138,0,8030064b4c257b02f38769c9e75795aa,4f44dcdf4cde49ea6267c071093a2789,1,1,4.5,4.5,4.5,4.0,4.5,0.0,0,0,0,1,1,2020-09-28 15:31:00
139,0,d043c75c7b6ee19a2f5157f94781aa44,06142f7227c26dd4309d008436217a4f,1,1,4.0,3.5,4.0,3.5,4.0,0.0,0,3,3,1,1,2020-09-26 17:57:00
140,0,8f03605b6bb930c0b237dd8a7f6c3f20,899db6a19fefeb5de46eac459680b117,1,0,5.0,5.0,5.0,5.0,5.0,0.0,0,0,0,1,1,2020-09-17 16:37:00
